Population,HPIQuartile,Vaccinated
3285,1,1373.6146816998453
2762,1,1551.1786945723884
4099,1,2402.5291267025696
2655,1,1524.9177777032694
4543,1,3008.6528631604583
2096,1,1488.3864567353085
2982,1,1202.3394012161457
3513,1,1353.4578910235107
2408,1,1077.7671727639447
5798,1,2524.264162328366
4087,1,2181.465358084801
3790,1,2079.4375811768077
4741,1,1944.4029548731562
6050,1,2636.7369582839165
4738,1,2857.3122232280543
3285,4,2669.1827255067565
4111,4,3469.5731862839634
4106,4,3323.94604214416
3429,4,2659.6358985447487
4444,4,3251.2897291887775
2620,4,2047.745692858742
2665,4,2102.0368674608526
3140,4,2473.524319396465
3088,4,2127.8287670630352
3397,4,2894.452809372708
3502,4,2817.8615862736924
5796,4,4683.855381191314
3372,4,2731.6440905997692
3345,4,2845.055635704197
3561,4,3018.913196308001
3195,4,2719.016269061058
2781,4,2203.9524989624815
2228,4,1897.912672170192
4516,4,3857.375443298072
5393,4,4594.7450724094415
2395,4,1869.245574983958
2541,2,1920.5488866402868
3485,2,2804.66098576758
9344,0,6252.282396219311
4502,1,2618.364451162015
3558,1,2156.0891485917364
4041,1,2620.157985331597
1473,0,1058.4620741287335
1712,4,1264.5994451270572
4140,3,3437.2768649373147
4347,4,3698.464096306451
2712,4,2212.105777007687
2900,4,2464.9002238264784
4522,4,3690.1890741875604
5707,4,4659.774736785543
5603,3,4246.7258880885465
3554,2,2670.9122831404393
4419,3,3513.0430444785547
2933,3,2310.152086770023
2717,2,2199.995369049041
5099,3,4167.836810236559
3076,3,2398.235118248071
2415,3,1982.1981084954173
2878,4,2448.4612089489815
2706,3,2125.1132476079615
2373,4,2018.2797046566363
3161,4,2571.7585329539243
4890,4,3940.9864525124394
4000,4,3417.6263726772404
3583,4,2884.0066451306875
3702,4,3144.55903134513
3164,1,2410.618003915009
2999,2,2305.957835623761
3817,3,2872.254397198219
3278,4,2655.48312966605
3477,3,2632.6612017203706
3762,3,2186.0240189770866
2335,4,1879.9460721905657
2764,4,2222.1209339163674
2619,3,1673.4532835563039
4246,4,3541.172678988909
3526,3,2824.370275541556
2240,3,1720.768558657909
2285,4,1942.908085360938
2421,3,1851.7593162548073
4268,4,3626.5283900835934
3159,3,2173.094411148716
2745,4,2329.5262228940283
4030,3,3170.428753677532
5583,4,4746.597123739845
3772,3,3055.460320855035
3441,2,2654.1319354763523
5661,3,4213.463815976324
2890,4,2458.091356224006
3685,3,2487.7573285993494
4071,4,3342.730488731555
2283,2,1612.9467529932128
3184,3,2188.398489393821
2794,3,1578.5714156673862
3857,2,2385.7330667024726
2091,4,1782.735884604923
3529,3,2755.7988915623087
3504,3,2603.6483097130304
3096,4,2559.4094651422165
2777,3,1950.029589856105
2270,4,1931.5611425477578
2641,4,2245.8826684405167
2945,4,2509.748001923662
4046,4,3427.9162647009366
4190,4,3581.9991278747793
4183,4,3499.583764407645
1116,0,864.5081333913722
3907,2,2740.421652678017
3642,3,2174.157068677809
4549,4,3877.763218730058
4755,3,3224.608404912175
3178,4,2704.58773908476
4860,1,3090.706619983289
6000,4,4968.579331976686
2585,4,2194.1723967026614
5084,4,4277.9398496291315
5289,3,4005.57061199723
3766,4,3037.92911382545
4956,0,3367.5698938101664
3614,4,2960.2390404179396
5042,4,4141.846086993345
3849,4,3037.172353649663
5077,4,4270.974434430276
2815,4,2298.4183640563174
2341,2,1693.0485882813255
1416,0,1069.9221527944408
2305,4,1955.2676078435466
3038,4,2485.1979044654163
3209,1,2118.0571650989036
2008,1,1122.9448646466255
3319,2,2486.10766856481
4587,1,3115.36001766347
3113,1,2063.8686066427945
2475,3,1914.1398033781409
5953,1,3949.4879102908208
6165,2,4777.650671586628
6148,1,4408.138957562833
2673,3,2095.8507390224104
4390,2,3476.256177689365
3827,2,2883.4540993476426
2045,3,1513.6095902162713
2117,2,1542.2704579294311
3826,1,2604.065290197232
2177,1,1398.7256159766432
4590,2,3702.372514116061
2272,2,1764.34038388107
4330,1,2994.754103082347
4184,1,2612.533103909671
2700,1,1764.826246378234
3850,1,2680.238165067319
3235,1,2393.1335153773143
3700,1,2675.1420670489542
3882,1,2506.295320056446
2738,1,1967.1731027141968
3551,1,2461.827747605241
3188,1,2426.1872595591353
3331,1,2313.132914672696
2950,1,1919.026633620188
4617,4,3929.5112353360823
2736,1,1983.6126260025396
3982,1,2973.5408328364615
3988,3,3152.6839668694906
3022,3,2237.3762757595355
2919,3,2238.3116133304247
3590,1,2527.002583449212
4810,1,3990.618906727081
3826,2,3114.5195669121217
3545,1,2757.2191989322473
5024,4,4002.5446268979567
4358,1,2961.6471183752183
3044,1,2078.6861698362736
3207,2,2256.0370996847564
3186,3,2390.9685941574435
2169,3,1532.4768481973056
3471,3,2319.937954704939
4866,3,3169.0695124329336
2356,1,1244.2553495901636
3329,3,2178.068533631322
5746,4,4871.482686027989
5300,3,4189.875883753335
5904,4,5011.940329143863
5496,3,4291.371583695698
3720,3,2903.4015492174917
5737,3,4428.215493377001
7670,3,5661.670802239934
5860,4,4957.627507474069
5322,3,3898.9339869761325
6612,3,4670.323560943664
6173,4,5215.636865173791
1897,4,1607.2934428270996
4605,2,3620.5613457229115
6131,3,4793.387400197698
4133,2,3157.8524762057627
4710,3,3752.6257318310104
2101,3,1607.9359636488578
5145,2,3999.9060891813447
1889,4,1602.0304118694241
3674,3,2138.241184002547
1826,3,1112.3755017363533
6604,1,3453.6213274737956
5933,1,3103.7745729322437
3700,3,2732.245188043909
2731,3,2080.4338652351903
5316,2,4095.6551021102955
3868,2,3097.319561801315
3406,2,2778.3611120163996
7392,2,5953.840111741799
3383,2,2707.3630793045154
3430,2,2909.6377621212746
4030,2,3212.784816465075
6141,3,4523.136919427205
5267,2,4260.132242683828
3717,2,2812.0267247140905
3705,1,2823.5939852430183
4986,1,3463.4564037125597
3595,2,2958.900296267108
4654,1,3496.9831746274867
5636,1,4176.942770637165
4123,1,2763.297443810017
4034,1,2671.088024152223
3513,1,2561.450090215423
3344,2,2421.7919833339547
5614,3,3712.7402616514187
5190,3,3558.6050575264876
4720,3,2633.0141468980332
2837,4,2301.959919392055
3205,3,2346.333276153571
3023,2,2204.427375001683
5374,2,4091.3807269573526
2541,3,1894.6718102744683
2260,2,1584.623242673239
6826,2,5063.91007722328
4855,1,2755.061075054421
4681,3,3639.8146191924957
6521,3,4945.591465769562
3552,3,2791.0090822526467
3713,3,2688.4474839948853
2963,3,2317.8200963112226
3594,3,2766.038285766313
2152,4,1832.4904333387092
5339,4,4541.352282185519
6904,3,5368.357216600083
5865,4,4991.5339307160575
2873,3,2192.455475575926
3604,2,2646.6118809771656
0,0,0.0
6540,2,4892.016524975381
3425,1,2531.9650644501307
5355,2,3967.491679903091
6430,1,4790.02941112136
6235,4,5278.957216200675
3095,4,2480.7572879790405
5144,4,4139.987644481001
4593,4,3890.3765193742597
2874,2,2051.571931950305
6350,3,5086.4297361568015
3951,3,3106.8191774326338
3653,3,2593.81908402853
4308,4,3649.0537143330353
2076,4,1757.821219746032
4333,2,3506.977487543242
4862,3,3567.071136739066
2733,3,2057.6868622947854
3889,0,3122.1501137576865
3857,3,3040.8601549463397
3013,4,2552.5349472975818
3763,3,2911.0955342079037
5306,3,4031.35073171989
2902,3,2427.9233847494015
2959,3,2351.0945880116715
4145,2,3171.730825132439
4954,2,3985.251739592964
2109,4,1779.9852860846704
5459,4,4615.708700478622
6189,3,4645.220890192236
5378,3,4113.490955315305
5279,2,3523.551989783592
4822,2,3511.815101414502
4985,2,3764.906394312492
2823,3,2201.907460242124
3981,3,3097.7227710302113
3877,2,3226.0488972187513
5433,2,4194.867142752266
7101,3,4753.313449429049
4591,0,3528.490208720561
5475,4,4650.271248673779
2875,3,2223.0744922794006
3702,2,2927.1769578271355
4284,2,3373.8902899823893
4422,2,3449.070005297576
6178,2,4634.683741600914
4957,1,3042.5378216589575
3644,1,2435.718218050244
3418,1,2075.5143624991056
6568,1,3272.31360085485
5068,2,2922.071550815028
1945,0,1112.1259859141849
2770,1,1265.3433434732729
4345,1,2494.123562990876
4971,1,3105.722485228214
6554,1,4434.9637141620615
6830,1,4868.822895243805
5584,1,3622.729564508904
4319,2,3304.874652291195
3106,2,2241.82536367424
3681,2,2918.888197472069
4606,1,3329.5418531387895
3096,1,2218.616711781774
3669,1,2389.9970431304296
5857,1,4339.7313889876705
3823,1,2456.0434483431272
3328,2,2367.768275944281
6294,1,4775.478763092095
391,0,262.97677806968096
2427,2,1768.7901977177446
4999,3,3699.805889201864
2016,4,1712.3190570459067
4878,3,3642.116678143198
6448,3,4205.6024547111465
4532,3,2836.56462130435
5925,3,4447.072834769591
4045,3,3066.5446954528293
5336,3,3947.6510980402554
5749,3,4252.230582390347
3676,3,2685.219857711059
5135,3,3895.509300257606
6568,3,4793.494020014425
4595,3,3624.4613899284313
4827,3,3645.511835970225
3214,3,2483.332147249065
5015,3,3818.244012669001
2441,3,1827.43594769778
1584,3,1174.9734587956275
2693,3,2145.0121905433575
2070,3,1506.4372575781274
6298,3,3752.357103381738
1570,2,1041.8458132242208
6314,3,4753.1811101611875
3637,3,2680.117698392056
4523,2,3192.019196782196
4699,3,3649.764642588313
5279,2,4600.632902192597
5824,2,4439.810053540902
5235,2,3957.7209431979727
2925,3,2245.812053344802
4556,3,3645.0674839774774
4115,2,3120.378056351859
5916,2,4423.341722325073
3368,2,2687.574413286794
3145,2,2434.717101963924
5208,1,3606.8172892076477
2328,2,1881.862763680794
3638,2,2753.4590999774277
4720,2,3502.7027597676224
2202,2,1574.3964783153122
2756,2,2125.1606935128293
4785,2,3756.935561868788
1327,0,926.765991449232
5433,2,3133.829620986501
5417,2,3748.1670286612607
2870,1,1483.9048783141025
6738,2,4566.43840112266
3981,2,3080.5397944862684
1628,2,1375.8858063964026
5234,2,3753.1471017391527
3657,2,2676.4117498485393
2672,2,2093.149307303257
5698,2,3857.6699747395232
2948,1,1840.7311432565543
4905,2,3627.8150053465647
4670,2,3741.1869550855718
4838,2,3661.2336027855254
4773,2,3748.2544305499073
3238,2,2438.0990652643823
3102,2,2162.329134733936
5020,2,3730.630893448713
4475,3,3182.2339173751047
6395,2,4263.589525288287
5163,3,3959.705500365916
3567,3,2629.968104841034
4521,2,3504.1355786796166
5443,3,4332.428500746353
3827,2,3015.5222287859187
4784,3,3646.981709353753
2943,3,2181.7767480137477
5391,2,4345.750629430808
5309,1,3836.9734671466395
5275,3,3906.7566176793334
1970,3,1401.8998248955047
1991,2,1442.440425907492
2380,3,1738.6987383203289
6245,3,4570.246949506476
4976,3,3410.5607613289744
4660,2,3609.7110299305164
3036,3,2379.936283314633
5440,2,4203.337907724244
4635,3,3590.852420572621
4327,2,3421.365396142089
2971,2,2128.864243684092
5482,1,3611.041734160669
3506,2,2350.8852678364574
4462,2,3094.2499681847507
5087,2,3379.5024122259933
6782,2,5059.754628067067
4502,2,3490.4934862707137
3271,2,2472.7787692324378
2023,2,1454.1877414237215
4014,1,3253.208140114457
3631,2,2660.28720469782
4027,1,3022.0403325711445
3709,1,2584.6974986807113
4941,1,3110.9702818482024
6056,2,4160.4690817895025
4746,2,3635.080253636868
3376,2,2381.987941128571
5898,2,4725.640465007862
4678,2,3533.9950692012408
2078,3,1610.6619377230813
4811,3,3430.1817498852433
3588,2,2711.8966569324475
5313,2,3993.0687071651064
2635,3,1816.1273028421458
3905,3,2218.6196146364327
3653,3,2180.6726195830565
3890,2,2521.896463952829
5465,1,3371.4754568214007
4102,1,2365.092470444623
3527,1,1814.8636573596154
5020,1,2874.2374649906924
1884,1,889.5393521590692
5663,1,4404.550725967085
4261,3,3114.2679019243824
5010,1,2801.5609077383942
3738,2,2114.4458554586054
3796,2,2194.5905826259254
4043,2,1307.9964685670086
5565,3,2942.5075432303574
3101,1,1402.551358097945
6068,3,3499.3037526477556
5003,2,2717.557660856727
2567,3,1187.151764292243
2877,2,2198.1953965748803
3099,3,2251.250443765435
3975,3,2227.810251169736
4127,2,3135.890184870086
2946,3,2128.9408024351724
4912,3,3597.09837227613
2806,3,1472.0729310802117
2138,2,981.2866107825073
4807,2,2546.5851907191227
6270,3,4126.638449551628
3041,2,2411.393373679044
5200,2,3691.0751159192687
1607,3,1078.3290050622493
4219,3,3043.666337548724
2687,2,1958.6543702078798
4891,1,3627.320330861586
3420,1,2394.5338864259434
6612,3,5844.859149560484
4355,4,3690.8787878900903
4636,2,3851.1572505459117
4474,2,3436.7188568239026
1256,0,952.3568157953739
4207,4,3424.6799626704988
5538,4,4527.771236571187
4241,4,3605.9211107407295
4003,4,3382.9752320657844
6401,4,5421.547150018883
4341,4,3677.9658675820097
5079,3,3742.3257134316705
3788,3,3121.5355503474934
3899,2,3033.5569261251026
4538,2,3700.04916715193
6028,3,4715.946689490064
3993,3,3066.888305116734
5220,3,3967.838699306202
4006,2,3191.8468452399943
4316,3,3300.37519898066
6646,3,4993.166809822041
2996,2,2315.2655492003864
6148,2,4618.716168630258
5943,2,4484.670749117926
2514,3,1991.9909911479153
3704,3,2752.4040540984406
3917,2,2941.272214694141
4109,2,3174.910930668919
3860,4,3286.018906367098
6190,3,4655.050484546036
5393,3,4211.39796605144
3661,2,2912.067210462472
7865,3,6148.409242137102
3945,3,2910.9065776712273
5360,3,3927.9784616293837
4158,2,2971.9047896936477
4041,2,3082.206758339259
3704,1,2437.9409764810493
3543,2,2935.9624645369972
5835,2,4030.6430754684116
7683,2,5840.168885364673
6072,1,3871.1109515447633
4248,2,3017.6228267437327
4893,1,3520.7679760044593
2424,1,1315.5120649183232
5253,1,2972.080242176828
4233,2,3456.995149126037
3279,2,2404.071376029544
2138,1,1318.163462758928
4687,1,2836.463907728873
5667,1,3841.279306850532
1436,1,1130.881466805141
4339,1,3093.643182270347
4441,1,2708.569665402032
3078,2,2027.613579229282
3125,1,2026.9887657605927
3056,1,1743.8864318768415
4304,1,2568.985471856919
4270,1,3057.6685396392795
1760,1,1053.2031397196397
2864,1,1612.1415398850743
4278,1,2707.632978786391
4653,2,3463.245750337604
2656,1,1694.6536564523628
3029,2,1652.7265199421918
5585,1,3227.907000512172
2594,2,1519.7404361600834
5078,1,3825.3583024908035
3508,1,2123.594519279162
4033,1,2624.6324224517984
3916,1,2405.741644567681
2580,2,1819.3082025950364
4594,4,3891.234018186852
5559,4,4718.433761140761
5024,4,3761.6729287434896
4386,4,3424.1777767847743
4164,3,2528.847871716973
827,0,581.1797552997702
5238,4,4445.498219257325
4220,4,3598.9680573513033
4349,4,3698.7173478058903
4868,4,4135.552261797729
3114,4,2632.839997272211
6525,3,3337.8356320785615
5830,2,3222.4534448990917
4496,3,3390.242797792846
4214,4,3348.591980017019
6255,3,4446.485889588773
3031,2,2281.503261379292
3441,2,2419.9819630372667
6096,1,2722.4745082982886
5354,2,4053.7567062536905
1336,4,1134.7673667343545
4673,1,2814.0500591651826
1593,2,1176.608274498093
3656,1,1932.6276696324655
3601,1,1963.787074004616
4839,2,3782.733784778234
3586,2,2826.1080324998993
2724,3,2135.3578510372395
4338,2,3381.424547215176
2822,3,2238.6655575856894
3946,3,3085.7649372622323
5681,3,4268.508377191563
2199,4,1808.0709557596049
5163,3,4319.561831654431
2723,3,2134.8141999621294
3566,4,3028.2127274138497
2117,4,1804.3498757892837
2243,3,1782.6716702559734
3578,3,2744.1073562481597
3216,4,2733.641229134977
1919,4,1644.1755136602742
5463,3,4188.355120828296
5511,4,4699.8211205794
5414,3,4257.729661273621
4870,4,4144.183654387194
2151,4,1831.4766022402873
3645,4,3094.1046703648294
3323,3,2538.7469058674565
5323,3,4064.0821858645145
6921,4,5871.251617479572
5711,4,4851.882516561904
3322,3,2516.374957047906
4824,2,3444.136040327313
4502,3,3555.913619032847
3780,2,2971.427324528203
4064,2,3105.9676850035717
3695,4,3140.797369917208
2367,4,2011.2239733729202
4064,2,3342.3909292056683
3611,2,2677.97134233648
3909,2,3043.222184792168
5367,3,4382.515195466389
5212,4,4406.174303213474
7409,4,6309.652999817604
4249,4,3568.1915136925663
3104,4,2620.7253832405568
4318,3,3301.2580730790064
3072,2,2339.3985461925877
3247,3,2527.6149406406294
4702,3,3762.432347864854
4413,2,3473.711767680209
3982,2,2894.8811156431216
3058,1,1963.8947697723017
3686,2,2685.571310481411
5136,2,4042.1385294496217
3640,2,2869.6503181248127
3392,2,2619.3744424938786
5048,2,3515.244458155578
3424,2,2673.6115709752185
6194,2,4790.858061413393
3008,2,2255.7823749644576
5773,2,4572.012930146604
6888,2,5171.416169174185
4184,3,3537.44003301679
3620,1,2473.9223037334596
3748,2,2703.2560040654976
3231,2,2531.877302412547
4654,2,3454.1001954986536
4373,1,3288.9569671883264
5008,2,3637.733653919047
2420,2,1843.8955191598925
2454,1,1709.7444106470457
2463,3,1817.17939380645
5455,3,4133.038537934601
3168,2,2202.678552908856
2642,3,1912.2384898130624
6602,3,5003.905820660465
4354,2,3370.1699592470572
2705,3,2140.309558432646
3667,1,2743.672454725214
4960,2,3416.20686703491
4863,1,3228.58579560416
5474,2,3860.9721334608935
3315,1,2233.519071742548
3556,2,2778.898727448067
6628,2,5278.758982591764
3183,2,2210.2591372180173
4082,2,3096.5164056514136
5444,2,3689.5079712134934
4040,3,3028.8572443356784
6546,3,4665.241636179544
4060,2,3188.8642271814238
2308,3,1792.2906519475675
3866,2,2970.513372311943
3413,3,2447.195261092272
5890,3,4323.7503807772
4708,4,3998.006349327204
2762,4,2333.656077624337
4517,1,3334.727334204261
3770,2,2553.3109661590065
4490,1,2843.1673909789943
2751,1,1752.832745408103
5278,1,3844.349566631626
6095,2,4458.044785822254
5088,1,4131.420220735617
5358,2,4065.5233296508545
2984,1,1913.8764887561229
4541,3,3470.427049710631
4715,3,3455.1249598418035
6758,3,5108.268223199127
3637,1,2712.6328189566443
2136,3,1544.2756011739932
4625,2,3716.052429150241
3334,1,2461.916231275709
6826,3,4863.514871507932
3467,3,2719.333740310968
3074,2,2303.937489256892
4262,1,2875.8334713981158
1952,1,1430.7056544587758
3933,3,3069.318514834629
2507,2,2070.308852838183
3983,1,2710.195709716049
3970,2,2919.2416094300797
4771,2,3761.2916669707365
6162,2,4676.176260244477
5104,1,3448.4232927778135
2721,1,2077.804326546296
4449,2,3392.5031764540217
3536,2,2604.9253011473925
3882,2,2861.3010445798186
6666,2,3914.2732688923475
4018,2,3132.479494878371
6553,2,3552.6127353904617
5848,2,2924.612432706435
1311,1,812.1946423952294
5099,2,3835.216914946284
3748,1,2979.695129856428
5547,1,3515.985851644037
4658,1,3043.5656188420185
2487,1,1625.4989635626148
3351,2,2461.112123984447
3516,1,2355.3199752952146
3694,2,2684.113968687224
4142,2,3169.2199335769787
3166,3,2428.1285326667617
5794,2,4438.42963946121
6152,3,4643.879115273414
4020,3,3161.8178475093064
6009,2,4638.927064812018
3875,3,2954.4960333503723
3931,3,3089.2903642236965
3628,3,2828.904611141625
4415,3,3288.066719357318
4719,2,3500.4393300951288
7558,3,5651.696910699242
3848,3,2965.2585314269672
4785,3,3831.696429060535
2561,2,1941.2512574031782
4349,3,3247.347315855786
5529,2,4085.9381854865655
5054,3,3576.4192521865566
4796,2,3476.1371691043955
21,0,13.623718478416903
2873,3,2132.3541652801446
3464,2,2724.526641533756
4198,3,3166.6471454759962
3656,2,2779.437628971904
5013,1,3735.008209178551
4853,1,3354.8405173485903
3816,2,2731.4048637809483
3021,2,2338.3747007086263
3371,2,2259.7905035274116
2007,1,1426.926290098093
6073,1,4152.026989099093
3426,2,2579.0347456952372
4222,1,2964.1274586399322
3168,2,1399.7733114017885
1467,1,652.5797529339358
2017,2,1393.9830257062638
5720,1,1987.1703613352481
3350,2,1327.7442677025394
3701,1,1695.7083272012778
3791,1,2035.1959436902848
5162,1,2661.6522949207483
4619,1,2137.9121954988923
3211,1,1431.4513638628218
4839,1,2844.686864273647
4326,1,3018.944761438458
5026,1,3300.282019533597
6019,1,3615.8932812829894
2957,1,1939.447954484317
2834,1,1749.114797796915
4014,1,2599.961383203086
4081,1,2897.443443099464
3240,1,2397.3777331815772
3260,1,2368.361976070331
5206,1,4035.970325612062
4315,1,3310.374195545936
4632,1,3111.45184587721
6014,1,4361.6916784459245
3781,2,2380.8860897569502
3201,1,2160.8913304694725
2904,1,1793.7448114885935
6061,1,4344.157345536534
3333,2,2351.465105701339
6201,1,3954.542013828476
4295,1,2766.0520758392113
4141,2,2940.0063053664826
3689,1,1462.9830379177672
111,0,81.83712182893359
3733,1,2840.1622168811937
2998,1,2193.6648146870957
2539,1,1921.2402344168102
3407,1,2695.050097632408
3920,1,3034.153344579465
2666,1,1929.433474068572
3909,1,2765.7378635775494
5975,1,4314.963784781858
4069,1,3242.627422579539
2537,1,1818.3677917218588
3190,1,2348.7848035172115
3910,1,3083.724268378143
2351,1,1675.9301064009055
1597,1,1153.528178156386
3329,1,2453.8394553575513
2570,1,1687.5482096929147
2556,1,1622.6042544207442
1661,1,1163.0012423949618
3155,1,1573.4462997093085
4570,2,3036.679001755132
3743,1,2065.659804059117
2737,1,1935.7868435032779
2838,1,1952.7330470044083
1978,2,1278.123061519197
1745,1,1178.2367383075123
4098,1,3027.080098601631
4932,1,3635.9257033723698
6015,1,3994.0725293235296
3529,1,2247.7389443917214
3255,1,2408.476704168529
3819,1,2578.5799674868517
5744,1,4164.426507221706
4153,1,2874.891582077421
3299,1,2231.211318748762
3782,1,2673.25223483109
5530,1,3385.231034392847
3725,1,2220.140368918928
5104,1,2772.104689477554
3984,1,1680.2974476969778
2072,1,1411.439065081388
5647,1,3981.679245755953
4001,1,2836.728846532158
5205,1,3719.082160273092
2903,1,1921.1016159600313
4227,1,2956.7459658581256
3333,1,2245.2795807116104
2709,1,1727.6866035726364
3317,1,2297.332145671408
3877,1,2605.168305032723
4160,1,2862.1665936693753
4815,1,3077.8776264200415
3883,1,2296.748307087361
3978,2,2836.7854393723687
2655,1,1975.0262018477686
4493,1,3138.302413340231
3542,1,2513.9976817846486
5977,1,4611.851524548979
3870,1,2805.767859148329
3292,1,2466.145755700576
6596,1,3708.3099006273997
4080,1,1739.7218767968811
5252,1,2764.1277020137754
5666,1,3724.7722795599475
3145,1,1489.509296140235
3453,1,2346.1275738607724
4528,1,2894.364604842185
2249,1,1535.5758381866658
3167,1,2112.1519421384223
4025,1,2812.226156818153
3777,1,2993.827259604781
1693,1,1166.7290648404078
4371,1,3124.3008340029346
5589,1,3927.6731686373955
5053,1,4434.971954924884
6294,1,4519.406789749299
4054,1,2819.393395002013
5005,1,3570.0699488949563
5309,1,4014.068737876746
6041,2,4600.39137266223
3379,1,2456.1731320940844
2972,2,2205.5153817858845
5068,2,3325.9596448852203
3672,1,2212.7890178174057
6734,2,4874.603624385864
6309,1,3800.344658210217
5963,2,4010.859819733406
6402,2,4926.733020313973
2137,1,1518.8221403685902
6204,1,3880.144463514483
5023,1,3598.8576231077177
4826,1,3118.5765303697085
2127,1,1279.1538659814664
6460,1,3854.989898279811
5781,1,3424.4266762032958
3876,1,2393.3839235149358
2726,1,1571.9149317321408
4666,2,2131.8370893110555
4609,1,2427.2401936523447
4209,1,2231.399811965391
1099,0,815.8871050978336
3040,2,2178.765438398281
3062,1,1989.754656636935
5283,2,3727.171566371962
5508,1,3544.857489147684
6568,1,4013.7693079324154
5247,1,2814.5746666783725
2680,1,1564.5650241537953
5476,1,3581.9479180268445
4797,1,3610.8820366132077
2209,1,1567.813354716439
5844,1,3148.2112486022297
4430,1,2486.023327111913
4917,1,3102.146657652044
5212,1,3820.149055298704
3692,1,2443.23360872354
3177,1,2165.8446578428398
4681,1,3192.4607676465344
3003,1,2042.2697800921799
6291,1,3690.8314306113493
4478,1,3392.100911804671
2901,1,1884.0412644298908
3921,1,2680.68590622407
3889,1,2759.5117390259034
2683,1,1703.6615056992252
4971,1,3539.4310387219834
5205,1,3117.386098648696
2885,1,1814.1105776454056
2968,1,1707.7153202872614
4042,2,2701.062429030061
6278,2,3969.4807436121373
3313,1,2234.494656075049
4375,1,3019.672160327178
5816,3,4156.142501324695
2546,2,1721.6066983566875
6809,3,4949.839584136779
5126,3,3829.695689856873
6327,3,4854.50598100923
3836,2,3080.2501508064574
6419,2,5313.4934553182675
4253,2,3232.8827631727127
5384,3,4625.855610308653
3708,2,2715.081403066835
7261,3,5577.415037957215
3590,3,2755.681802235431
5329,3,4109.8844437482485
2840,2,2035.9524342803995
6572,3,5029.259071144981
3281,3,2569.1228143415074
4993,2,3821.1350137582285
6723,3,5225.5014828413005
3568,3,2581.4195682629415
4144,1,2752.8423655805022
4444,2,2552.955803784578
2909,2,1621.433100562787
1108,0,872.9750348425277
7028,2,5319.6279688433415
2702,1,1760.2753722887091
5148,2,3768.7536721173988
7239,2,5855.186054817175
1420,0,1057.3022461138708
7336,3,4979.527050140447
5203,2,2209.7023011758774
3993,3,2671.565979734188
6487,3,4178.844236448447
6746,3,5197.037259004188
3485,2,2735.419260487798
5179,2,3388.193204739888
6755,3,5072.747732520288
3586,1,2230.2760281470146
4948,2,3368.6808664830623
3348,2,2807.146756690343
7102,2,4458.695908323574
5054,2,3916.666098004675
3978,2,2985.666928780906
4183,2,3252.0130555968058
4547,3,3419.702097459619
3951,2,3179.6888248974774
31,0,24.300113918562886
6045,2,4615.638235406241
6978,3,4592.902304187294
4991,2,3717.3028086987247
3816,2,2974.0649831679957
3435,2,2538.46946412486
5546,2,4475.375175776238
6202,1,4148.161856216174
4571,3,3360.7609058576672
3417,3,2281.0247697028476
2572,2,1415.6495338396007
5257,2,3526.644715158721
3901,1,2514.3534567451215
6502,2,4642.059061124294
5888,2,4520.363219856524
6377,2,4846.171795149525
4513,2,3392.430404699382
5866,2,4670.331116095009
6574,3,5073.800829307434
3189,2,2688.9760908851704
3603,2,2756.6211367958067
3845,2,2946.597468017781
2517,1,1677.767802106128
4934,1,3636.901133293529
4320,1,2893.1995693883223
4333,2,3391.5577823936005
3752,1,2696.2071051544367
4471,1,3573.151852100503
3753,1,2659.9819859543586
5815,1,3857.0372638216454
6388,2,5140.939563008121
5285,2,4071.771485073911
3892,2,2861.0103674481434
5228,1,3922.338687965102
3434,1,2691.824857138085
1450,0,1189.0392166065237
2371,2,1903.8772438900185
4094,1,2994.3562899868984
3823,2,2926.532523800184
3416,2,3007.597171578052
4036,2,3171.603181376316
3269,1,2336.6139158900924
3593,2,2601.856622385154
4977,1,3203.06019315397
4110,2,3047.0481218327527
2858,2,2227.431268840181
4595,2,3750.8765555592286
3881,3,2972.948755448966
5902,3,4624.017114675923
2396,3,1736.481975725551
4120,3,3185.1602711956425
3537,4,3009.10607923994
3777,3,2954.252101733379
4683,3,3635.885765888536
5230,3,4028.764981281926
3493,4,2969.177988532228
5509,3,4134.014649454606
4578,4,3891.380449497235
4125,2,3011.233891604884
4498,2,3034.173280137536
3124,2,2470.5871002932545
5889,2,4744.239218972974
6629,2,5425.3076455533455
5066,2,3949.5124741298723
3257,2,2454.1853983904552
6057,2,4563.463175177715
4416,3,3424.1885260193694
3974,2,3095.7527077502464
3231,4,2754.7597553868904
5290,1,3800.0001940654247
4109,1,2973.176418305826
4223,3,3264.4812679048973
2523,3,1979.583597707555
4169,3,3308.5366061584623
2692,2,2099.0442612166116
5898,1,3557.5005933895077
3563,1,2249.2109821511294
3814,1,2340.9084075627184
6661,1,3794.3370565098926
3844,1,2192.987265783147
4630,1,2647.7514415855385
3266,1,1806.7749870156886
4147,1,2763.462621218062
3183,1,1909.9384319759968
6824,1,3478.4294080268014
6082,1,3520.1301185855586
4983,1,2849.4625278944936
5903,2,4215.206673195574
3973,1,2603.2488959406237
6153,3,4819.59226039766
2305,3,1831.6828471225194
5179,3,4023.7955227072316
5324,3,4118.701202264916
3401,3,2632.8093999573894
5403,4,4500.318824515847
4308,4,3593.8181234147
3639,3,3024.4502888292263
7479,3,5515.029355932364
