Population,HPIQuartile,Vaccinated
4953,4,4162.854661799221
8312,4,7035.720492899489
15471,4,11844.040741180259
3546,4,3017.660323180353
12477,4,9541.715029600442
4431,4,3758.7861121338747
4441,4,3778.1343334126914
2229,3,1427.2978453075616
3083,4,2632.567756918811
5543,3,4149.993023087932
6373,4,5391.06930428513
4140,3,3082.3215687692395
5755,4,4650.433343630513
7231,4,6087.597319299806
5136,4,4360.223366229154
5094,4,4289.4098693652495
2613,4,2208.980682266654
3453,4,2895.8216798046833
3761,4,3149.2219004516064
5659,3,4437.119091705133
2770,3,1836.6357248795996
2894,3,1897.0863558741432
4097,4,3229.858041916882
4536,4,3843.0618330903235
3272,4,2564.3977184343044
5573,4,4435.782267743814
5045,4,4059.4806094595133
3834,4,3071.809303868967
3700,4,3137.671711438797
4834,4,4123.46399828686
2737,4,2322.877080272456
4364,4,3711.266479315928
6262,4,5146.922155318262
9769,4,8261.76419649878
4031,4,3414.404836835093
2873,4,2440.906919127882
5232,4,4448.36374509355
2835,4,2407.3888345063124
2719,4,2306.765148652477
5131,4,4351.7929156871005
4700,4,3990.1832013595986
5972,3,4349.851145424074
2656,4,2256.773677127292
3359,3,2559.6451491704693
4729,4,4004.6043168325964
2339,4,1984.5658886667077
6595,3,4954.589250039225
4977,3,3704.811132058547
2650,4,2253.5638732172474
6233,4,5289.93474969856
5673,4,4805.252036725021
2197,4,1865.9655752017777
4753,4,4031.774551240083
5982,4,5075.263310354343
3870,4,3294.761398427562
6547,3,5211.890145617756
3602,4,3058.9945694659878
5331,3,4029.9118591645993
6226,2,4624.337697836976
2102,3,1574.5656322301
3362,2,2671.7671256173367
6233,3,4696.755799890521
8394,2,6309.033746021393
4507,2,3227.411603748501
2755,3,1993.9364401310822
4605,3,2993.2118018427527
3281,2,2405.5377202662194
8386,3,6302.653925803527
7501,4,6222.660588607203
4269,4,3605.314465291414
3711,3,2735.5423132197934
3872,3,2919.096813730358
2953,2,2261.776651704524
5379,2,4028.6894164460637
4390,2,2646.7190337989973
6278,1,4136.5343957577725
2960,4,2099.289154259421
5627,2,2921.4133404075646
6947,2,5247.753340292599
7398,3,5033.555876150425
3103,3,2318.2882804576425
3172,2,1963.6929797712887
6008,1,4316.572681193168
32597,1,9931.166321388246
3460,3,2275.829151798942
7877,3,4837.931152650399
4338,3,2742.864075243942
4537,2,2743.437399543335
5124,2,3372.7614537313975
6154,2,4710.309875997905
5508,2,4130.612309233583
5725,2,3056.6194869729484
1657,2,901.3785202743722
6807,2,3208.965021863311
6053,4,4951.776961492116
5517,3,3311.8648853791015
8548,2,5472.80965584901
1983,2,1113.750601670626
2692,3,1944.0138927994858
5728,2,4289.083516838259
5040,2,3934.8309206767226
7785,3,5871.575994494134
3158,3,2116.113492409853
6540,4,5401.073799990937
6886,2,4918.3892103029275
6107,3,4340.1646777201595
4896,2,3420.360400543856
3614,2,2814.4346930012384
3283,2,2446.0020748950787
4302,2,2977.2135964368713
3655,1,2472.3048362169943
5061,1,3480.0842022972383
4362,2,3462.0289441870787
5824,3,4461.715047555477
5061,3,3807.0494531233944
5646,2,4109.275445823226
4694,3,3584.426325236637
4180,3,3151.2478409103683
4203,4,3538.33353271406
3531,2,2733.947226632632
10337,4,8176.398012576657
4147,4,3253.331523223825
3872,3,2531.624077106469
3769,2,3386.215440891604
4108,3,3059.6155810371706
6137,3,4605.272808804305
4011,3,2911.463049841326
11276,4,9561.165009485685
6556,4,5551.262392717795
3666,4,3113.1317607120504
8831,4,7236.516168921876
3004,2,2208.4664641187483
6968,1,3986.7351154938224
6488,3,5155.780278032397
6852,4,5528.759046860901
5784,2,3721.741550961019
6918,3,4577.488904081183
3707,3,2781.5891609213645
3983,3,2817.0353377580623
4324,3,3449.4511669971666
3893,4,3300.8051612608106
12271,4,10333.838958056156
3038,1,2030.6564068157631
4434,1,3262.5868453793732
9642,3,5908.918268302445
3513,3,2396.123326513798
3552,3,2506.895187812084
3573,2,2169.706189123936
5262,1,3644.21516432616
4724,2,3349.5115402329884
5877,1,4187.237503359005
4684,1,3302.519515668923
4249,1,3052.2118761028337
2329,3,1747.9398016185683
4344,1,3420.995189276833
4292,2,3367.171191519833
6092,1,4754.047256356313
3519,1,2450.779592664971
4577,1,3428.7816293564815
5716,4,4692.215409017825
5642,3,4515.267720590609
8117,3,5933.378905129309
6727,3,5202.1001917059375
5388,1,3823.412292832096
3607,3,2680.4840253810307
2291,4,1937.6033492756035
3839,3,3020.167738304726
4717,3,3586.6040154948655
3271,4,2766.5274030660257
4728,2,3842.703506433876
4959,1,3570.2846581701647
5393,2,3913.667011685931
4356,3,3226.1292562296067
6019,4,5018.89849717704
4324,2,3403.520751780833
3221,3,2329.6071002351173
7528,3,5400.173384721029
1686,4,1426.8803161426517
5038,3,3374.334093485093
3283,2,2525.040415344448
5332,2,3897.169059295742
2475,3,1323.8052056687222
6288,3,3915.393729706503
4970,4,3830.5189201875464
5363,4,4124.318035894816
2040,3,1157.8426895032665
3067,1,701.3702516148783
2946,1,714.7717461971457
4243,1,1416.5918814162776
7117,1,2396.094020267809
3013,2,1577.6345363695507
5058,3,3646.2492984833043
6341,3,4918.2909107335945
2859,3,2085.3469293845233
7184,1,3065.708734350752
8483,3,5735.2923952281135
2521,3,1570.2373350813164
6555,3,4752.708851841537
8271,4,6911.92681846314
3154,1,1765.079788448227
1953,4,1643.8918284868882
6668,0,4213.927384451292
3863,1,2155.246991718311
8509,4,7194.64757474296
0,0,0.0
3631,2,2881.849403104833
4014,4,3420.855781645806
3747,4,3194.976902542877
4398,4,3757.4927699197856
2619,4,2231.5905025219254
3801,3,3140.275407354955
5450,2,4511.819850767126
4439,4,3616.5901963476567
4206,4,3598.245708646691
4722,4,4031.696195698553
5075,4,4245.647461916355
3207,4,2657.3800545926524
3052,2,2287.623436213056
1739,4,1489.469656951035
1458,1,1145.3152925411105
2384,4,1932.4265353151502
2550,4,2181.2012961743258
3778,2,2988.7344698610837
3790,4,3103.542054229856
4449,1,3071.2233313462457
2908,1,2378.7390358102807
2664,1,1969.7306074940861
3032,2,2454.813381082678
4872,1,3570.945164507921
3857,2,3149.186681025915
5125,1,3750.0107322452855
3747,1,2612.1337987779243
2204,4,1884.2185203089905
2761,4,2357.5779637203027
3299,4,2814.289635490678
3917,4,3352.807945765202
2473,4,2105.8655538580597
3259,4,2776.689110554377
3900,4,3318.3343346573333
3687,4,3160.081576814319
2521,4,2150.4961008190944
3956,4,3370.323033628947
3962,4,3383.0449783851527
3407,4,2897.6606083973966
2460,4,2119.5776725978885
2477,4,2122.1982652998904
3825,3,3061.585166402134
1951,4,1662.1738376264752
5315,4,4537.6822706752855
3544,4,3034.3073946885693
2592,4,2208.7923363778204
7565,4,6395.560927773118
3419,4,2920.689414047382
2876,4,2451.112092155383
4246,4,3640.7045228061997
2431,4,2083.859339503549
5169,2,4164.199783133181
2502,4,2146.9253001062693
4128,4,3518.7060416680424
3650,4,3105.157883429549
4854,4,4090.476053068948
4907,4,4176.482247508751
4470,4,3817.669542367006
3119,4,2679.0408050379615
3186,4,2717.7309010690856
2843,4,2431.9824565377894
3573,4,3043.223239787693
3336,4,2846.5877895774506
3238,4,2787.238296512757
7399,3,6055.1949892243365
2046,4,1745.0613039813404
3454,4,2947.2392638223437
4394,3,3742.783119270369
2755,1,1498.1018090028144
4120,4,3509.605120889224
5955,3,4581.085553288061
6083,4,5188.036472402604
2964,4,2538.0597470885123
2745,4,2335.5647665574634
3870,4,3167.112446574648
2491,4,2131.1051643383316
4540,4,3871.7019675320184
4941,4,3950.7111466651922
6298,4,5036.724663546507
4226,4,3398.9234282256175
4022,4,3226.750395566954
3632,4,2981.628453961852
2634,4,2162.7864618330645
2298,4,1888.4614466133696
3066,4,2514.184050371581
4742,4,3742.599600483906
3634,4,3106.330921466539
3720,4,3166.4525794951883
3573,4,2820.066784649507
1482,4,1259.62817296092
1932,4,1643.6950292960612
2930,4,2490.905086217288
4764,4,4050.269899042099
2025,3,1425.0431090460079
4339,4,3277.165248794208
4383,3,3445.7112645994393
2473,4,1979.153870596865
3216,4,2441.297036723703
4945,3,3214.76031176804
3877,3,2347.5361697829408
3186,2,2007.4644624257157
3327,1,1740.8781864548919
4263,3,2526.354061302445
2461,2,1233.3975659013117
3352,2,1562.4885918584182
2914,4,2322.7165917712355
5035,4,4285.68048934333
4116,4,3262.919971527954
3207,4,2525.521869192548
2717,4,1693.1247263464181
3986,4,3113.1629074922407
8069,4,5534.437954949356
5350,4,2808.341360152285
4594,3,2296.014812880944
4449,2,2415.7393574753423
1866,3,981.5907183486712
4069,4,2447.9674392770357
5517,3,3194.1997997216836
3405,4,2091.1229356017643
4653,3,2319.871692112603
4061,4,3465.941830326664
6425,3,5154.322693218343
7176,3,3809.7925858822327
4635,3,3564.832125860461
4754,3,3331.3865424708692
4324,4,3497.7031112993327
3815,3,1298.1472576885621
3925,3,1344.725642683271
3951,3,1353.0620540344034
2659,2,937.1286118331593
4056,4,3478.1728346817895
4588,4,3906.098553691153
3776,4,3216.096520188417
4102,4,3518.422819672436
5361,4,4569.348790471077
3390,4,2893.3016930298063
4838,4,4119.431190077383
2910,4,2474.487011920389
2083,4,1778.1379506097935
5920,4,5031.138373397052
5406,4,4642.006674885757
6307,4,5368.782026036446
3327,4,2836.549478756343
5898,4,5015.978333230467
5880,3,4682.852108116129
2988,3,2270.199017410296
3670,4,3119.373731532129
5242,4,4418.220140974139
6336,3,3753.734521556694
4244,4,3636.430996874453
4151,4,3536.2315643305806
6305,4,4977.638531056914
4068,4,3469.9340652479364
3883,4,3321.9917114113773
4812,4,3507.045060774733
3651,4,2900.0770426642557
7428,4,6320.765689957842
3783,4,3147.044939579806
3650,0,2955.512504186386
3359,3,2404.5026581810753
3724,2,2653.55128324481
7451,4,5867.517195853479
5085,4,3728.9890952472806
4135,4,3507.8593793216496
6955,4,5116.3134471508565
6400,4,4663.928957848784
3903,4,3326.8825369116075
4922,4,4214.12556339084
3509,4,2811.798323040907
3044,4,2449.372444115137
5081,4,4086.126217679225
2238,4,1795.5775852354275
4769,4,4063.4434581068754
6142,4,5241.737667427248
4881,4,3790.604498280356
4194,4,3175.7948407096046
3640,4,2752.21152886669
3855,4,3178.3495815854603
3531,4,2916.1923172244974
6132,4,5226.392743665511
3389,4,2924.033630456798
2955,4,2508.2318886871813
1640,3,1026.158480341911
2879,1,911.1745580880128
8720,4,7447.674016605959
3399,3,1624.2367123801007
4155,1,2903.6755765232338
3816,2,2448.3291862978595
4971,4,3966.3639806404863
11120,4,9464.746387453673
313,0,262.2460962606868
171,0,139.15681298244633
0,0,0.0
753,0,271.38853464438705
440,0,265.9564602708905
343,0,275.43846185765136
0,0,0.0
3579,1,2359.085907856984
2170,1,1398.0692525735876
2828,2,2166.9267460160404
4078,1,2949.015383877123
2439,1,1907.8879627850329
2039,1,1460.3579335197674
4773,1,3049.503066701747
6096,1,3188.0718377459457
5304,1,3587.252147512408
4564,1,3139.229211539144
4585,2,3589.3873716595267
4482,2,3424.9690836188784
5134,3,3854.1498571753564
4558,2,3605.2896269072276
4120,2,3336.749017451066
7542,1,4906.714581993132
2101,1,1541.25244732483
3586,1,2678.480349116411
3557,1,2317.0399243431284
5031,1,3424.2165381553255
3567,1,2026.4555543214917
4941,1,4420.755503826251
2494,1,1965.5142704314565
4775,1,3336.9093989303697
4508,1,2734.1991761334016
4560,1,2603.0128243066156
2009,1,1091.8255565122472
2303,1,1072.8823752256994
3626,2,1818.503594530864
5804,1,3448.7596823201993
3819,1,2082.911781344168
5421,1,3272.8638216407007
3382,3,2250.454762956542
4126,2,2902.616893290684
5256,2,3689.1315767362407
3399,2,2704.6683863591793
3494,2,2568.702338758624
2807,3,2033.8913228222557
5651,1,4291.127633186299
9583,4,7855.2490836177385
3353,3,2338.575991647578
3372,2,2288.542623305433
11616,3,7249.018654918598
3323,3,2423.7872844857543
2655,2,1771.0603422643903
4261,1,2734.770960184539
2899,3,2083.118208923713
3541,2,2677.369884242722
2540,2,2009.446102659254
2890,1,2453.3719911209196
3444,1,2295.4087236301502
3854,1,2542.348100295253
4200,1,3137.857230878152
1441,1,1061.4707057588635
3809,1,2621.0464819971917
2996,1,1972.5995152740027
2788,1,1899.6243406572871
2596,1,1846.0134718214053
4248,1,2692.3655000678896
5343,1,3403.5515000938067
3843,1,2656.758806682177
3333,1,2332.1394582350754
2593,2,1926.1517384248748
4111,1,3300.6755721179334
5266,1,3739.4289509389955
18642,2,13155.793085096024
3268,2,2105.227741548511
3064,1,1230.256182670526
3275,1,1762.06662892388
11507,2,5794.936279065551
5978,2,3779.3555437083414
4980,1,2938.661293011331
1615,1,726.6061452432364
2340,1,988.6051525148972
9807,4,8398.84037619438
7473,2,4635.562744068344
3120,4,2641.267011590974
4630,3,2997.180886565545
1807,3,1227.9190177011712
5991,3,4580.086151502699
1618,4,1324.080388228018
3533,2,2415.0271542133005
2840,3,2095.9347245926733
5299,2,4037.988872424365
4388,3,3341.130786778651
5301,3,3940.7643325798863
3503,2,2654.9560945651683
3486,1,2375.8543491692294
4629,2,3416.5201190025823
3735,1,2570.4939233924433
3249,1,2371.8552332959903
2159,2,1512.6483944464858
3849,1,2721.9890215908717
5584,3,3299.3761579764905
2569,2,1859.4751232010904
3515,2,1996.465932536498
4604,2,2824.354406336617
5073,3,2553.777487083194
6740,3,5462.547377766398
5726,2,3941.3860649496028
5233,3,4360.882587731519
5076,3,3538.5485610856012
5340,3,4188.417125255428
5607,3,3879.775463720247
4049,2,3132.2324672377717
3657,1,2624.9989583852525
6008,2,4585.550662296367
5722,2,4219.261630791
7041,3,5344.260919070465
5401,2,4102.351216725405
4440,3,3432.227522968919
4157,3,3128.9601733065715
3184,2,2369.6003012483825
1738,2,1270.699999386735
3801,1,2597.975835486082
5067,2,3703.5890022363205
3281,2,2379.668784891566
2924,2,2163.594088401409
3930,1,2084.745958482523
2960,1,2070.819100000397
3937,2,3101.667144079661
4460,2,3267.83495801718
4802,3,3584.5306147523766
6305,3,4383.129243562714
15159,3,10189.154847665812
12704,3,8713.88069109286
5406,3,3613.37091988328
6308,3,4774.42925290971
10546,3,7076.612172351877
5970,2,4297.816919709069
4257,2,3395.6813778253786
6028,2,4967.713714278541
2916,3,2226.8933707627248
3877,3,3024.6542105733674
5470,3,3927.907556805335
3148,2,2206.0610581370165
2976,2,2140.3462758782107
5199,0,2966.7342826300746
1691,3,1083.6491193350707
2869,2,1359.4782874916566
4530,2,2643.226772330525
1758,3,1275.2537781842225
6328,1,4767.0081406384015
6515,3,4707.688804429126
5101,3,3617.0404499514434
5244,3,3899.3247275283115
3868,3,2965.50569419071
9496,3,5674.903792163585
3689,3,2699.0256621035737
2160,3,1647.684719529009
5080,3,3538.8179972914263
2510,1,1626.9105099105095
3689,3,2858.2392476820096
1239,2,1095.1776648640869
4396,3,3210.6839998298246
3282,3,2513.0405499707012
5548,4,4710.839660026762
8299,0,5194.746192662693
3817,1,2196.322434523407
5069,3,3839.422512695492
2798,3,2213.613998372227
3506,2,2789.810933384902
4933,4,4204.634618878749
2619,4,2222.482390676857
7190,2,4645.332968258876
7412,3,5650.382196849921
6446,0,3436.9470513200035
1703,3,1264.2827865637832
3451,4,2932.443781982834
1343,0,1054.6414472046076
4167,4,3511.087683441621
4172,3,3136.606061915372
3218,4,2711.7572787518716
6879,4,5824.353681676348
2862,3,2064.162742319885
7747,3,6106.9981334260965
6731,3,5105.512080193523
5580,3,3819.0352215816856
6550,2,4046.7270061492163
4914,3,3185.9664196018093
8559,3,5175.354753621863
6094,2,4567.921539481631
8541,3,6138.995462271322
4609,3,3536.0349436199226
4833,3,3511.5616155901535
4590,3,3161.253892154051
7358,3,5468.305275929695
6251,3,3695.3958356056137
8284,3,5400.687453857183
1098,0,766.4797753555266
4959,3,3088.238850343443
2410,3,1752.6238431062454
0,0,0.0
4519,4,2931.2733129739163
3909,3,1390.121388441417
3818,4,2048.8178877142177
3065,4,2006.2170938109716
4784,3,2458.926091135987
7001,4,4511.431205085255
5031,3,2523.8932615009417
7168,3,5698.632842751739
6343,2,3771.1579355113727
3684,4,2562.089918256175
6554,4,5219.525190970167
5463,4,3976.1445040631706
5886,3,3585.1691254620737
7001,3,4554.080374177095
6366,3,4337.059623969474
4862,4,4123.58583465563
4792,3,3715.0138222881337
2751,3,1831.5171585510748
5534,4,4693.493116055937
2373,4,2025.666468471321
5889,4,5010.207053584112
4055,4,3249.7279736797286
5823,4,3915.969393492931
3875,4,2789.6151210642565
5288,4,3654.344520258366
7189,4,5650.487811279625
3292,3,2340.107038762159
7446,3,4927.348313061506
3530,3,2499.1036754622073
6310,4,5375.100400171371
4851,4,3154.4391872497017
7691,4,5698.850864391633
5392,4,4576.328373511785
4261,4,3630.2341841835405
3668,4,3130.7782718409794
3943,4,3340.764983455716
3085,4,2300.6530855818037
3610,4,2714.7341063507456
6087,4,4459.408615907886
5226,4,3405.98509362846
5178,4,3889.0708906024556
2129,4,1805.3531533557978
4771,4,4039.2410540622864
5002,4,4240.636116101195
2970,4,2527.4100400685306
7410,3,5948.8009623973685
2191,4,1860.1287529520396
3865,3,2934.949709953464
4216,4,3424.0737501646245
3240,4,2451.49048805186
2491,4,1879.4202480996257
2655,4,2139.050047575566
4763,4,3861.5202762335875
3092,4,2622.6084844963234
7171,4,6083.198154880976
2803,4,2389.7446209871105
3331,4,2827.633442008467
4317,4,3675.8427489041424
5697,4,4840.553017927436
4635,4,3979.3821471174133
5323,4,4504.862388456629
5044,4,3804.1456281129704
2497,4,2121.371151086513
5176,4,4281.788304447343
4588,3,3654.8694355577036
3908,3,2737.6752887647845
7477,3,4452.435586533359
3856,4,3060.3292554842865
4582,4,3634.733352915326
3357,4,2649.063081342661
3411,4,2912.266253293863
2236,4,1791.2552844843435
3025,4,2416.3269729573713
2322,4,1848.099673864767
3038,4,2431.4849262089842
2694,4,2188.3879327339996
3928,4,3201.9659293117393
3296,4,2633.2129733135625
4154,4,3532.9189698337977
3354,4,2851.330876007247
3066,4,2607.346928308978
3693,3,2328.865906352152
2689,3,1988.9107733601743
2978,4,2528.313871913266
2985,4,2545.658343288349
3131,4,2348.067135254051
3318,4,2513.360962382438
6018,4,4585.800311313176
3773,4,3103.3834771471265
2393,4,1725.5060532615116
3279,4,2784.3057648979466
3409,4,2889.7748896443813
3163,4,2368.5422847655664
5153,4,4369.064333910178
4452,4,3627.8869596894374
2486,4,2116.364955678949
4048,4,3356.0679901308954
6548,4,5415.119503474163
5254,4,4254.699512714973
6143,4,5192.52589260524
2437,4,2072.978868256814
1404,4,1128.544993324378
3335,4,2840.8064777890613
3414,4,2754.880625736817
3030,4,2576.972671785365
3039,4,2578.642105227022
4502,4,3604.3362681698354
2792,4,2228.2148951486415
1557,4,1242.0306008867292
5042,4,4018.0339237650473
4149,4,3101.447175219275
4198,4,3404.395685696908
2763,4,2237.1542004060293
4242,4,3604.361658690711
2286,4,1941.6197878320356
5225,2,3756.478224509915
2348,3,1967.9144106990968
3103,2,2370.554232880789
1980,3,1434.1290460026214
6701,4,5194.448473817478
3751,4,3172.2236355757973
5166,2,3169.220197118864
4518,2,3054.6665366622246
5680,1,3953.967130555997
3125,4,2543.839005494382
4828,3,3614.901035702622
4281,2,3228.1924264099507
6398,3,4873.898158101335
5314,4,4277.684541331416
5523,4,4148.040871292492
2769,4,2079.752622770206
4470,4,3357.726877335222
4084,4,3297.116791408663
2548,4,2158.4732939401147
2034,4,1719.3080996860774
5422,2,2812.7782341991015
4065,2,1811.6709826104802
9415,3,5157.048250097372
6664,2,3158.7214040899216
6284,2,3307.4378239594025
3869,4,3297.5398678572456
3858,4,3294.981900324812
2056,4,1748.788106575016
3042,4,2414.618925038547
4022,4,3194.6215319823496
3215,4,2557.9783251398076
6183,4,4576.713741334796
2615,4,1943.5590627013312
2956,4,2111.974395235649
3829,4,3252.8981908460146
5604,4,4722.414908704104
5681,4,4396.33256005214
8196,4,6934.858870843067
3797,4,2964.128121301519
5575,4,4484.992301956651
5120,4,3713.50506380096
0,0,0.0
0,0,0.0
6184,3,4837.991759755567
5002,3,3843.5463610222087
3082,4,2604.8833554751745
4099,4,3486.1860850318294
2682,3,2007.599189239325
3925,4,3295.0162855375634
4473,4,3795.4738530924537
3155,4,2641.9682594001606
5591,4,4707.938119663731
4461,4,3784.514465695974
6171,4,5224.310628486864
3756,3,3037.735344786462
6655,3,5401.402234481684
3105,3,2424.178521715503
5936,3,4878.036154843587
4342,3,2921.5735187324026
4318,2,3032.518590866938
2661,3,2004.5871692350804
4194,2,2805.7898908506804
3915,3,2963.381873256945
7175,4,6087.110669708332
3114,3,2229.7256648523394
3290,4,2803.9495073682924
3006,4,2540.0856409555563
4980,3,3743.9966784554285
4894,3,3988.0509263386853
2387,3,1748.7326995325118
4521,3,2944.43711545204
1158,0,468.273415454316
7303,3,4777.817531785521
5473,4,4649.638814557993
3117,4,2621.2812288903456
5611,3,3677.3820842252253
4646,4,3961.878815861211
2150,3,1453.292773302233
8885,3,6587.993464968749
6053,3,4418.7190323569
3656,3,2744.2331184993636
4160,4,3534.6875295033847
4975,2,3314.8676922082077
2880,3,2048.161763629504
2638,4,2228.9626358679034
3451,2,2690.439705531423
1928,2,1363.8455763246477
3576,1,2525.454902172148
4472,1,3118.824792156249
4267,1,3198.141321696941
3030,2,2362.2834398734803
5521,2,3665.0626301429706
5069,3,3728.7314903925867
6085,1,4168.3144452839715
5866,1,4022.2317246719326
6821,1,4665.35582732462
8088,2,5406.477640983634
10156,2,7091.582686309021
5917,1,4226.296580654368
6736,1,4668.518819260493
6663,1,4528.93142631744
3572,0,2344.336227617693
2857,2,1472.4810931714828
6561,1,4574.298623613623
3843,2,2891.9018972468143
3845,2,2874.7957008034764
5436,2,4080.442189975819
2130,3,1662.9630438821325
2407,3,1796.2659606667369
6602,3,5367.24030872565
2106,2,1473.3211094731282
6170,3,4100.13350249137
4748,3,3220.941774940021
3859,4,3279.553127706648
4048,4,3425.921274245228
5616,4,4533.507322358187
3459,4,2934.8496831544003
3104,4,2640.6075826885367
524,0,369.75820651399545
8614,0,5061.96493237292
5806,1,2686.488162246892
5272,1,2487.3449522400133
4040,1,1915.7630568304144
6914,3,4816.874961561138
2358,3,1391.7598236449383
5169,3,4005.722113723917
4635,4,3939.417241126592
4741,3,3711.5253871660893
3547,3,2530.0431629631526
3117,3,2173.037995442501
10,0,7.144044481440776
10,0,3.1385953776637994
0,0,0.0
5773,3,2684.0442255368175
5560,3,3350.9106383538765
2917,4,2367.8661925206047
2193,4,1773.4756736566453
4943,4,4206.512966012545
4295,4,3482.9195773126708
2465,4,1995.579556828099
3609,3,1886.0064427971904
4464,0,2727.901108869319
4461,2,2234.0420855448056
3837,3,1484.5864058078334
4150,3,3066.598348272348
3920,3,2108.481723961411
3974,3,2489.5912244654855
2977,2,2193.7986218960923
2708,2,2070.183925432964
3863,2,2780.736080723903
4120,2,3067.555010381776
6389,2,3704.287741383811
4486,2,2873.5717323807266
4704,4,3918.4032351117858
4288,4,3651.3267360054538
4636,3,3907.6278831271306
4369,3,3396.867796870632
4470,4,3389.191126023126
6819,2,4630.457255820895
5717,3,4294.448430849081
2698,4,2164.7188320592077
3025,4,2569.9817041027586
2586,4,2108.0232547188293
6346,4,5283.817712497156
5719,4,4848.734395692334
2501,4,2133.2851056114882
2373,4,2020.29193986872
4060,4,3360.9705740745417
4539,4,3768.538629413453
7430,4,6309.254601283828
3850,4,3272.8261333069295
5479,4,4551.533156454738
6733,4,5719.714520777533
4754,4,4040.8035139105205
4215,4,3582.6644533304257
3661,4,3113.747154971743
6176,4,5254.414599236904
4731,4,4026.772945957134
3389,4,2890.0033416143738
3805,4,3233.8358751169394
3267,4,2789.0057854319284
4736,4,4020.264797632712
2307,2,1727.264215270607
7070,3,5403.197366539123
4112,2,3077.6100959785053
4722,3,3529.8768058251676
3715,2,2638.4645434611034
4319,2,2933.9493564780973
5473,4,4337.72633239799
4774,3,3160.843181530028
2856,1,2074.7533927748395
4956,3,3670.499677197872
4126,2,2925.5772671534496
3216,2,2739.710737722797
3309,2,2376.293990133551
7458,2,4088.5705901983206
3706,3,2744.190154327194
3648,3,1887.4650311361397
4091,3,2823.916717344977
4415,3,3116.168752599847
3817,3,2843.823126332769
4197,2,2849.8442911388165
6638,2,4908.82314527273
4098,2,2540.7001818264744
3983,1,1252.1235465972961
6318,2,4623.674798949255
5652,3,4236.494609230742
3987,2,3105.395409895806
3180,3,1958.4886191502474
4342,4,3570.816278056358
6994,3,5322.899487974749
4383,4,3729.871001303803
3914,3,2829.47439863016
4388,3,3289.542626293536
3355,4,2853.362723133619
4187,4,3565.614957851006
6127,4,5066.362012175839
4436,3,3387.6882691026913
3218,4,2664.6443122291175
7044,4,5988.339370440263
3071,4,2327.5905434924857
5249,4,3954.7076960240115
4292,4,3397.715089883004
8178,4,6185.197322322023
3240,3,2529.847876851176
3518,3,2703.0011709770874
4454,2,3000.502349740822
4790,1,3473.461760999806
5880,3,4105.212393270341
5879,2,3658.5042066681685
1986,2,1324.3769520377514
5646,2,3940.0771687981833
3732,2,2302.128753171043
5419,2,3829.1920176152375
3384,3,2252.407149153323
2728,2,2208.4241232517434
4315,2,3076.0931064788583
3891,2,3046.086425981945
4974,3,3859.5213692979632
2562,3,1983.8881092740385
4767,1,3445.9240151785953
3248,2,2463.877230910142
4298,1,2872.516432701279
3783,2,3292.1956919489044
2725,1,1968.6746591514407
7371,3,5120.554018981851
4162,3,2633.188362609997
4643,3,3652.680075266695
4925,2,3337.4233527924357
3045,3,2363.6709689105705
5500,2,4069.314317499429
5399,2,3881.947742682917
3959,2,3050.6058158239925
5056,2,3702.373435254557
4511,4,3614.4858514960347
4281,4,3542.7085456442005
5190,3,3313.182985158052
4200,3,2182.7058945043427
6466,4,5283.805339914232
4485,3,1532.4327375670841
6150,4,4942.570237904877
4493,4,2995.562224635243
4185,4,3165.786002405774
4893,2,3539.3431427667056
6403,4,4875.670720864096
2749,4,2218.942233218088
4975,3,2143.0655673760343
4722,4,4017.058313613167
5397,3,3839.684471875833
4141,3,3020.918756115138
5121,4,4048.7359800452296
4557,3,3298.941867642466
1567,3,1226.6015281315429
4791,4,4075.2499384874845
4716,4,3829.991507725831
3366,4,2744.9526782263893
311,0,181.097038748523
4530,3,3413.6115123016716
4340,4,3547.7074617709422
4459,4,3614.605487619569
3464,4,2816.242720550923
2226,4,1719.6279125461476
9094,3,6772.217670909027
4118,4,3469.7277597062307
5379,3,3827.8698709014143
5422,3,4164.092086036029
776,0,557.7117815693126
2005,3,1457.0662418588197
610,0,463.75874676247344
4855,3,3408.2940008524715
5161,4,3974.319798821482
5075,4,4122.18336701595
2737,3,1837.709264007157
8297,4,6412.5445490585325
8878,4,6819.70930270205
3495,4,2958.5360577566726
3830,3,2343.629847273851
4698,4,4000.745362536679
5717,4,4880.275882686601
2796,3,1659.2814664464186
5343,3,4034.924046858593
4573,3,3203.6524838945575
4108,3,3139.252238837415
3756,4,3187.1399934799047
5462,3,4160.210737806978
3064,4,2605.22026949759
5145,3,3456.0945232483973
5419,4,4433.018212834061
2787,4,2373.9699015650035
6058,4,4929.286619686164
3631,4,3094.4213186892457
3728,3,2689.8848105384664
5384,3,3733.7243333200654
3477,4,2956.4160649950695
6603,4,5619.300289392854
4269,4,3620.6729544864697
4317,4,3469.097528169678
3578,4,2874.260853284486
4367,4,3454.0816712722235
6500,4,5490.052971620614
5662,3,3262.8155853834455
5652,4,4800.33591734183
4980,4,4004.8331099789275
5977,4,4818.831170567491
4573,4,3365.4793193112628
6561,3,4877.921568141642
4085,3,3211.8126331860794
5326,3,3890.87483251905
6964,2,5128.33272253706
3672,4,3122.712629547836
5629,4,4792.7176137840925
4159,4,3538.2021391074722
3804,4,3234.553705200698
